     OBJECTID_1       GIS_ID  FEDTRACTNO  TRACTNO  AREASQMI   POPDENSITY  TOTAL              NAME  FULLTOTAL  AGE0_17  AGE0_17PCT  AGE18PLUS  AGE18PLUSP  CHTOTAL  CHWHITE  CHBLACK  CHAMERIND  CHASIAN  CHHISP  CHOTHER  TOTALPERC  TOTAL90  TOTAL00  TOTPOPCHG  TOTPOPCHGP  WHITE  BLACK  AMERIND  ASIAN  HAWAIIAN  OTHER  HISPANIC  OCCUPIEDHO  PCTOWNEROC  TRACT90         COMMENT_  MRDCHREL  MRDCHRELNO  MHHCHREL  MHHCHRELNO  FMHHCHREL  FMHHCHRELN  MARRIED  TOTHOUSEUN  SINGLEFAMI  MULTIUNIT  CONSTRCOST  SINGLECOST  MULTICOST  MULTIPERSO  SINGLEPERS  FAGI_TOTAL_2005  FAGI_MEAN_2005  FAGI_MEDIAN_2005  FAGI_TOTAL_2006  FAGI_MEDIAN_2006  AREA  LEN  SHAPE_Length    SHAPE_Area
55           56  Tract00_090       78.09    78.90   0.20477  13024.36880   2667  2000 Tract 78.09       1142      652     0.24446       2015     0.75553     -134       29     -173         18        0      23       15     -4.784     2801     2667       -134    -0.04784     31   2581        4      1         0      0        31         655     0.57355     78.9                         78         145        21          41        175         184      223           1           1          0       45000       45000          0          72         426       30108487.0      29118.4594           24441.0       27477899.0           27992.0     0    0   3848.758515  5.303642e+05
56           57  Tract00_093       57.01    57.10   0.15249  28598.59663   4361  2000 Tract 57.01       1292       29     0.00664       4332     0.99335     -795    -1097       71          0      260      19       43    -15.419     5156     4361       -795    -0.15418   3132    291        7    651        10     10       201          89     0.06888     57.1                         11          48         2          16          3          13       59           0           0          0           0           0          0         226         973       14500952.0      34526.0762           26498.5       15402827.0           38211.5     0    0   2716.977762  3.949479e+05
57           58  Tract00_094       78.03    78.30   0.38942   7940.01335   3092  2000 Tract 78.03       1303      756     0.24450       2336     0.75549     -984       32     -998          4        2      14       10    -24.141     4076     3092       -984    -0.24141     33   2995        2      5         0      1        32         633     0.48580     78.3  Boundary Change        73         187        34          57        167         212      260           1           1          0       23760       23760          0          76         497       42115487.0      31689.6065           27911.0       38299724.0           30868.0     0    0   4524.619903  1.008589e+06
58           59  Tract00_096       78.04    78.40   0.32920  10297.69137   3390  2000 Tract 78.04       1157     1048     0.30914       2342     0.69085     -232      -10     -208          2        6       2       13     -6.405     3622     3390       -232    -0.06405     21   3316        5      5         0      0        19         491     0.42437     78.4  Boundary Change        63         140        36          37        306         183      203           1           1          0       78000       78000          0          47         345       30553413.0      30191.1196           23147.5       27378483.0           26841.0     0    0   4549.088626  8.526307e+05
59           60  Tract00_097       57.02    57.20   0.10298      0.00000      0  2000 Tract 57.02          0        0     0.00000          0     0.00000      -16      -10       -6          0        0      -2        0   -100.000       16        0        -16    -1.00000      0      0        0      0         0      0         0           0     0.00000     57.2                          0           0         0           0          0           0        0           0           0          0           0           0          0           0           0        2323894.0     129105.2222           87736.0        2397084.0          151185.0     0    0   2261.389031  2.667182e+05
60           61  Tract00_098       83.01    83.10   0.11735  19113.76225   2243  2000 Tract 83.01       1162      217     0.09674       2026     0.90325     -103       36     -171         17       49      23       14     -4.390     2346     2243       -103    -0.04390   1300    752        6     62         1      8        74         609     0.52409     83.1                         72         197         6          21         31          56      269           0           0          0           0           0          0         271         508       82321222.0      79078.9837           57367.0       77003241.0           68620.0     0    0   2368.868245  3.039413e+05
61           62  Tract00_099       83.02    83.20   0.10072  19420.17474   1956  2000 Tract 83.02        885      255     0.13036       1701     0.86963       -8       62      -70         11       23      12       10     -0.407     1964     1956         -8    -0.00407   1047    778        2     31         1      2        60         515     0.58192     83.2                         78         152         8          28         24          56      230           0           0          0           0           0          0         174         365       72796458.0      77443.0404           55101.0       69520318.0           66869.0     0    0   2372.864658  2.608722e+05
62           63  Tract00_175       76.03    76.30   0.47999   8864.76802   4255  2000 Tract 76.03       2138      875     0.20564       3380     0.79435     -214     -465      315         34       -5     -64      -11     -4.789     4469     4255       -214    -0.04788    265   3850        9     21         0      4        52        1056     0.49391     76.3                        156         320        43          60        252         231      476           0           0          0           0           0          0         104         972       87914118.0      46173.3813           35907.5       75235327.0           39669.0     0    0   5010.045193  1.243170e+06
63           64  Tract00_139       74.07    74.70   0.23869   9941.76547   2373  2000 Tract 74.07        898      784     0.33038       1589     0.66961     -774       25     -799         20        6       2       -6    -24.595     3147     2373       -774    -0.24594     25   2293        8      8         0      0        25         308     0.34298     74.7                         79         111        32          37        213         129      190           0           0          0           0           0          0          51         246       27587429.0      30652.6989           27488.5       25308982.0           30162.0     0    0   4807.991917  6.182121e+05
64           65  Tract00_174       75.02    75.20   0.24879  16966.11600   4221  2000 Tract 75.02       1578     1445     0.34233       2776     0.65766     -173      -30     -126         23       17      -6       13     -3.937     4394     4221       -173    -0.03937     42   4077        3      6         0      3        34         249     0.15779     75.2                        101         112        42          50        427         185      213           0           0          0           0           0          0          85         576       38218943.0      28736.0474           23938.0       34295034.0           28529.0     0    0   4939.803407  6.443729e+05
66           67  Tract00_141       74.06    74.60   0.14269  22615.46009   3227  2000 Tract 74.06        954     1545     0.47877       1682     0.52122      824        5      821          6        3       9        0     34.290     2403     3227        824     0.34290      5   3187        5      0         0      0        22          44     0.04612     74.6                         71          43        29          27        477         163      114           0           0          0           0           0          0          23         121       20975882.0      23489.2296           19765.0       18727730.0           23445.0     0    0   2591.042853  3.695684e+05
67           68  Tract00_172       74.08    74.80   0.14563  14873.30907   2166  2000 Tract 74.08        768      898     0.41458       1268     0.58541     -903      -39     -853         12        0     -18       -6    -29.423     3069     2166       -903    -0.29423      3   2136        0      0         0      0        10          92     0.11979     74.8                         45          64        21          30        273          97      109           0           0          0           0           0          0          39         199       18664369.0      22299.1266           19970.0       17539493.0           23629.0     0    0   3795.101786  3.771738e+05
68           69  Tract00_142       74.04    74.40   0.31254  10603.44276   3314  2000 Tract 74.04        947     1604     0.48400       1710     0.51599     -800       18     -813         12        1      26        8    -19.446     4114     3314       -800    -0.19445     11   3256        2      0         0      0        30          67     0.07074     74.4                         50          47        24          18        452         150       97           0           0          0           0           0          0          31         175       21850437.0      23000.4600           20349.0       19930246.0           24038.0     0    0   4958.714443  8.094797e+05
69           70  Tract00_173       74.03    74.30   0.12664  18224.88945   2308  2000 Tract 74.03        862      828     0.35875       1480     0.64124     -141       18     -151          7        0      -1        5     -5.757     2449     2308       -141    -0.05757     10   2250        6      1         0      9        14         115     0.13341     74.3                         57          72        35          29        253         134      129           0           0          0           0           0          0          65         217       24626629.0      24875.3828           22928.0       22533743.0           26513.5     0    0   3225.817931  3.280033e+05
70           71  Tract00_100       84.02    84.20   0.10360  14536.67954   1506  2000 Tract 84.02       1114      389     0.25830       1117     0.74169    -1257     -507     -730          7      -16     -27       26    -45.494     2763     1506      -1257    -0.45494     51   1368        5      8         0      5        39         418     0.37522     84.2                         46         105        19          20         56          96      151           0           0          0           0           0          0         152         620       47048584.0      53403.6141           39242.0       43911129.0           46246.0     0    0   2657.318434  2.683359e+05
71           72  Tract00_106       96.04    96.40   0.21164   9364.95936   1982  2000 Tract 96.04        944      362     0.18264       1620     0.81735     -282        9     -289         10        1      -1        3    -12.456     2264     1982       -282    -0.12455      9   1935        7      1         0      0        17         668     0.70762     96.4                         36         156        14          49         94         172      192           0           0          0           0           0          0          53         370       32347731.0      34745.1461           30758.0       28702698.0           32970.0     0    0   3080.447028  5.481491e+05
72           73  Tract00_107       96.03    96.30   0.24736  13057.89133   3230  2000 Tract 96.03       1613      677     0.20959       2553     0.79040     -101        1      -81          9       13      -1        2     -3.032     3331     3230       -101    -0.03032     12   3138        7      8         2      1        29         489     0.30316     96.3                         88         199        37          53        193         213      287           0           0          0           0           0          0          68         762       42626708.0      30146.1867           26859.0       38654227.0           30446.5     0    0   3920.211204  6.406686e+05
73           74  Tract00_109       80.02    80.20   0.22320  13906.81004   3104  2000 Tract 80.02       1498      540     0.17396       2564     0.82603     -477      -23     -429         15       21       8        1    -13.320     3581     3104       -477    -0.13320    767   2208        3     20         4      6        48         722     0.48197     80.2                        102         203        25          52        114         158      305           0           0          0           0           0          0         187         657       88292909.0      63292.4079           48762.0       81882721.0           55279.5     0    0   3883.633279  5.780912e+05
74           75  Tract00_112       68.01    68.10   0.09441  21152.42029   1997  2000 Tract 68.01        875      417     0.20881       1580     0.79118     -421      -46     -351         13        2     -27       -7    -17.411     2418     1997       -421    -0.17411    106   1840        3      8         0      1        20         432     0.49371     68.1                         42         115        20          30         75         133      157           0           0          0           0           0          0          69         391       35300947.0      43527.6782           34625.0       31680438.0           39615.5     0    0   2063.050227  2.445197e+05
75           76  Tract00_114       77.03    77.30   0.39044  11819.99795   4615  2000 Tract 77.03       1834     1564     0.33889       3051     0.66110    -1049       -7    -1063         23       13      21       35    -18.520     5664     4615      -1049    -0.18520     24   4419       12      6         3      1       104         382     0.20828     77.3                        111         176        54          48        479         265      287           5           5          0      328425      328425          0          76         625       53075538.0      27861.1748           24661.0       49161742.0           27831.0     0    0   4509.713571  1.011244e+06
76           77  Tract00_115       99.06    99.60   0.09573  16191.37157   1550  2000 Tract 99.06        697      399     0.25741       1151     0.74258     -403        3     -402          9        4      -2        2    -20.635     1953     1550       -403    -0.20634     10   1508        1      3         1      0        12         218     0.31276     99.6                         22          85        26          32        134         103      107           0           0          0           0           0          0          31         264       18379439.0      27805.5053           24502.0       17125878.0           28932.5     0    0   2139.266520  2.479410e+05
77           78  Tract00_179       99.03    99.30   0.14739  14119.00400   2081  2000 Tract 99.03        847      660     0.31715       1421     0.68284    -1056       13    -1067         20        7       2        6    -33.663     3137     2081      -1056    -0.33662      3   2037        8      1         0      0        12         348     0.41086     99.3                         32         118        12          25        134         132      150           0           0          0           0           0          0          26         368       19459263.0      33960.3194           29652.0       17967011.0           33310.0     0    0   3248.818838  3.817415e+05
78           79  Tract00_116       99.04    99.40   0.16401  11359.06347   1863  2000 Tract 99.04        777      574     0.30810       1289     0.69189    -1460       17    -1468          7        7       6       -2    -43.936     3323     1863      -1460    -0.43936     12   1810        6      0         2      0        17          81     0.10424     99.4                         35          81        28          29        176         101      116           0           0          0           0           0          0          55         272       14105124.0      23123.1541           20607.5       12650130.0           23166.0     0    0   2988.057715  4.247874e+05
79           80  Tract00_178       99.05    99.50   0.16884  15813.78820   2670  2000 Tract 99.05       1041      859     0.32172       1811     0.67827     -499        7     -508          6       10       3        8    -15.746     3169     2670       -499    -0.15746     13   2623        0      4         0      2         9         395     0.37944     99.5                         71         132        31          45        215         154      203           2           2          0       70000       70000          0          53         340       26482114.0      26967.5295           22693.0       24386768.0           27321.5     0    0   2925.855301  4.372874e+05
80           81  Tract00_120       60.01    60.10   0.25080  10685.80542   2680  2000 Tract 60.01       1684      253     0.09440       2427     0.90559      607     -158      667         34      114      38      152     29.281     2073     2680        607     0.29281    651   1532       12    129         0     25       154         270     0.16033     60.1                         76         177        20          26         58          59      253           0           0          0           0           0          0         162        1106       64917693.0      53298.5985           44386.5       60008823.0           52888.0     0    0   3702.255772  6.495787e+05
81           82  Tract00_122       68.02    68.20   0.10914  18929.81492   2066  2000 Tract 68.02        855      407     0.19699       1659     0.80300     -288      -42     -240         22       -3      -5        9    -12.234     2354     2066       -288    -0.12234    241   1746        7      9         5      1        28         550     0.64327     68.2                         69         121         9          35         90         128      190           0           0          0           0           0          0          94         309       47867741.0      51526.0936           39301.0       46798010.0           46309.0     0    0   2547.988636  2.826825e+05
82           83  Tract00_123       99.07    99.70   0.18027  16846.95179   3037  2000 Tract 99.07       1040     1199     0.39479       1838     0.60520      -60       15      -82          1        6      20       10     -1.937     3097     3037        -60    -0.01937     18   2980        1      2         1      0        25         280     0.26923     99.7                         65         122        28          25        350         197      187           0           0          0           0           0          0          30         223       24002437.0      25920.5583           21880.5       21952976.0           25443.0     0    0   3177.002506  4.668996e+05
83           84  Tract00_126       71.00    71.00   0.28693   9821.21075   2818     2000 Tract 71       1103      985     0.34953       1833     0.65046      -62      -61      -33          6       45      -5       35     -2.153     2880     2818        -62    -0.02152    224   2403        8     55         1     12        82         334     0.30281     71.0                         71          74        23          12        306         124      145           1           1          0       50000       50000          0         118         375       32556114.0      35894.2822           27384.0       29512629.0           31681.0     0    0   3932.542791  7.431518e+05
84           85  Tract00_128       72.00    72.00   0.63729   2863.68843   1825     2000 Tract 72        845      565     0.30958       1260     0.69041     -264     -305       43          4        5       8        6    -12.638     2089     1825       -264    -0.12637     56   1721        2      7         2      0        22          29     0.03431     72.0                         25          51         9          21        193         100       76           0           0          0           0           0          0          35         411        1838471.0      26263.8714           19240.0        1561512.0           20256.0     0    0   5415.529448  1.650592e+06
85           86  Tract00_132       64.00    64.00   0.36623   6116.37496   2240     2000 Tract 64        961      633     0.28258       1607     0.71741     -276       40     -362         11       46      25       37    -10.970     2516     2240       -276    -0.10969     71   2027        4     45         0      2        60         138     0.14360     64.1    Number Change        28          78        19          30        218         192      106           0           0          0           0           0          0          39         357       17503568.0      24863.0227           18357.5       15375298.0           22174.5     0    0   4750.581255  9.485278e+05
86           87  Tract00_169       97.00    97.00   0.15934  14491.02548   2309     2000 Tract 97        844      817     0.35383       1492     0.64616    -2104        2    -2090         -1        5     -12        0    -47.677     4413     2309      -2104    -0.47677      3   2279        1      2         0      2         2         341     0.40402     97.0                         68          94        32          27        240         130      162           0           0          0           0           0          0          57         196       37852197.0      32324.6772           26852.0       34208852.0           31130.5     0    0   3395.591040  4.126813e+05
87           88  Tract00_125       99.01    99.10   0.81156   2836.51240   2302  2000 Tract 99.01       1014      337     0.14639       1965     0.85360     -336     -114     -212         21       -1      13       12    -12.737     2638     2302       -336    -0.12736     91   2148        4      0         2      1        31         867     0.85502     99.1                         76         351        13          36         55         134      427           1           1          0      200000      200000          0          42         307       60268717.0      57180.9459           47329.0       57990181.0           55047.0     0    0   5944.720827  2.101946e+06
88           89  Tract00_127       77.09    77.90   0.35129   5633.52216   1979  2000 Tract 77.09        950      463     0.23395       1516     0.76604     -364      -69     -283         18        8      -6      -10    -15.536     2343     1979       -364    -0.15535     29   1878        6      8         0      1        35         299     0.31473     77.9                         56         105        22          28        130         109      161           0           0          0           0           0          0          66         434       27328907.0      31667.3314           26041.0       24180741.0           28385.0     0    0   4497.713180  9.098419e+05
89           90  Tract00_177       77.07    77.70   0.33001  11502.68174   3796  2000 Tract 77.07       1478     1044     0.27502       2752     0.72497     -402        1     -391         40        6      -3       -3     -9.576     4198     3796       -402    -0.09575     22   3698        8      8         0      1        15         876     0.59269     77.7                        116         263        28          70        260         237      379           0           0          0           0           0          0          66         438       50221524.0      33548.1122           27606.0       46739459.0           31279.0     0    0   4481.209205  8.547364e+05
90           91  Tract00_176       99.02    99.20   0.50459   5931.54839   2993  2000 Tract 99.02       1194      664     0.22185       2329     0.77814     -302      -16     -274          2       16      13        8     -9.165     3295     2993       -302    -0.09165     49   2869        5      2         2      3        29         898     0.75209     99.2                         97         272        17          44        131         232      369           0           0          0           0           0          0          41         360       47013176.0      37282.4552           32936.0       43916609.0           36370.5     0    0   5356.873286  1.306896e+06
91           92  Tract00_129       60.02    60.20   0.06444   9435.13346    608  2000 Tract 60.02        148      312     0.51315        296     0.48684     -183       -1     -189          8        5      -7        1    -23.135      791      608       -183    -0.23135      7    581        3      2         0      0         8           4     0.02702     60.2                         14           3         2           1         70          46       17           0           0          0           0           0          0           2          10        2710650.0      17951.3245           15650.0        2476177.0           18892.0     0    0   1688.371961  1.669058e+05
92           93  Tract00_130       76.01    76.10   0.48761   9376.34585   4572  2000 Tract 76.01       1878     1120     0.24496       3452     0.75503     -654      -94     -545         12       -7      19       19    -12.514     5226     4572       -654    -0.12514    108   4367        7      3         0      2        57         834     0.44408     76.1                        134         277        47          81        267         299      411           0           0          0           0           0          0         117         656       58701354.0      31492.1427           25778.0       54274171.0           30075.5     0    0   4751.108137  1.262910e+06
93           94  Tract00_131       63.01    63.10   0.14046  27210.59376   3822  2000 Tract 63.01       2504      435     0.11381       3387     0.88618       99     -358      447         35       51      64       76      2.659     3723     3822         99     0.02659   1361   2094       14     67         0     13       169        1469     0.58666     63.1                         78         315        19          26        137         135      393           0           0          0           0           0          0         145        1649      126652468.0      68313.0895           52720.0      118065764.0           58085.0     0    0   2646.023376  3.637869e+05
94           95  Tract00_133       76.04    76.40   0.52796   7129.32798   3764  2000 Tract 76.04       1747      841     0.22343       2923     0.77656     -523      -90     -426         18        2     -35        4    -12.200     4287     3764       -523    -0.12199    138   3546        7     13         0     13        22         643     0.36805     76.4                        128         261        37          61        224         215      389           1           1          0      100000      100000          0         117         704       64471797.0      41973.8262           31557.5       58431109.0           36647.0     0    0   5311.698203  1.367407e+06
95           96  Tract00_025        6.00     6.00   0.55703   8830.76315   4919      2000 Tract 6       2144      638     0.12970       4281     0.87029      -41     -256      240         14       63     -97        8     -0.827     4960     4919        -41    -0.00826   3669    623       13    176         0     21       331        1375     0.64132      6.0                        328         440         8          13         33          58      768           1           1          0      537000      537000          0         261        1003      320496933.0     149764.9220           64058.0      372544504.0           77987.0     0    0   5202.277937  1.442697e+06
96           97  Tract00_029       32.00    32.00   0.17074  26238.72555   4480     2000 Tract 32       1554     1202     0.26830       3278     0.73169     -381      203     -772         41        6     350      293     -7.838     4861     4480       -381    -0.07837     69   3628       25      9         0      5       670         864     0.55598     32.0                        169         208        31          72        235         280      377           0           0          0           0           0          0         123         436       59583903.0      30602.9291           24249.0       53901911.0           28908.0     0    0   2989.704934  4.422127e+05
97           98  Tract00_030       29.00    29.00   0.11664  35913.92318   4189     2000 Tract 29       1394     1059     0.25280       3130     0.74719       98      448    -1084         55       53    1001      961      2.396     4091     4189         98     0.02395    177   2227       12     46         0     15      1610         561     0.40243     29.0                        206         149        52          65        130         164      355           0           0          0           0           0          0         193         435       60110281.0      36652.6104           26183.0       54802450.0           30374.0     0    0   2350.523864  3.020984e+05
98           99  Tract00_039        4.00     4.00   0.61976   2436.42700   1510      2000 Tract 4        649      221     0.14635       1289     0.85364      191      144       21         -1       14       9       57     14.481     1319     1510        191     0.14480   1189     66        1     88         0      2       123         441     0.67950      4.0                        113         201         0           7          6          20      314           0           0          0           0           0          0          64         238      173381288.0     341301.7480           64233.0      154944162.0           83773.5     0    0   5830.666789  1.605178e+06
99          100  Tract00_040       30.00    30.00   0.08095  34947.49846   2829     2000 Tract 30       1039      861     0.30434       1968     0.69565      187      217     -233          6       41     347      234      7.078     2642     2829        187     0.07077    213   1873        5     27         0      6       663         245     0.23580     30.0                        108          83        24          39        228         112      191           0           0          0           0           0          0         113         332       44475997.0      38742.1577           26903.5       39460019.0           32762.0     0    0   1853.638731  2.096506e+05
100         101  Tract00_185       90.00    90.00   0.56944   3974.07980   2263     2000 Tract 90       1449      307     0.13566       1956     0.86433       81      -14      104         17        5      -7       10      3.712     2182     2263         81     0.03712     13   2184        6      3         0      2        27         457     0.31538     90.1    Number Change        57         131         7          32         86         119      188           0           0          0           0           0          0          34         983       30950115.0      41321.9159           33476.0       27588267.0           38227.0     0    0   5486.935265  1.474849e+06
101         102  Tract00_041       39.00    39.00   0.15458  30036.22720   4643     2000 Tract 39       2854      376     0.08098       4267     0.91901       50      607     -474         46      148     -71      -66      1.089     4593     4643         50     0.01088   2502    864       19    242         4     13       876         736     0.25788     39.0                        133         288        12          34         53          96      421           0           0          0           0           0          0         472        1766      142805712.0      55653.0444           43192.0      137029005.0           51561.0     0    0   3302.236882  4.003598e+05
102         103  Tract00_042       34.00    34.00   0.41432  10255.35818   4249     2000 Tract 34       1058      543     0.12779       3706     0.87220     -331       79     -406         25       30      25       57     -7.227     4580     4249       -331    -0.07227    112   3867        4     31         0     15       129         351     0.33175     34.0                         42          92        17          45        143         134      134          12          12          0      540000      540000          0         134         451       34486350.0      39233.6177           28841.0       32946023.0           35791.0     0    0   4741.428961  1.073096e+06
103         104  Tract00_045       35.00    35.00   0.14743  23726.51428   3498     2000 Tract 35        834      494     0.14122       3004     0.85877     1276      135     1006         31       48     220      215     57.426     2222     3498       1276     0.57425     84   2895        8     32         0      5       371         233     0.27937     35.0                         57          76        12          38         81         101      133           0           0          0           0           0          0          65         404       27171352.0      29727.9562           22806.0       24827562.0           28007.0     0    0   2982.497583  3.818432e+05
104         105  Tract00_048       37.00    37.00   0.11311  44116.34692   4990     2000 Tract 37       1792     1163     0.23306       3827     0.76693     -450      679    -1084         22       60     437       53     -8.272     5440     4990       -450    -0.08272    428   2729       13     93         0     20      1629         161     0.08984     37.0                        174         138        41          76        309         140      312           0           0          0           0           0          0         220         694       64438008.0      36099.7244           26428.0       58389340.0           30778.5     0    0   2320.131349  2.929537e+05
105         106  Tract00_050       38.00    38.00   0.13738  34342.69908   4718     2000 Tract 38       2445      790     0.16744       3928     0.83255      217      601     -641         36       94     375      350      4.821     4501     4718        217     0.04821   1652   1467       20    142         2     10      1307         536     0.21922     38.0                        168         214        35          49        148         102      382          17           0         17      731150           0     731150         396        1333      137575702.0      58767.9205           39346.0      130491775.0           46043.5     0    0   2708.306191  3.558065e+05
106         107  Tract00_054        3.00     3.00   0.40656  14034.82881   5706      2000 Tract 3       2784      489     0.08569       5217     0.91430      -32     -161        3         20      191      40       74     -0.558     5738     5706        -32    -0.00557   4727    170        7    327         2     17       324        1331     0.47808      3.1    Number Change       261         506        12          35         52          67      767           1           1          0      188876      188876          0         674        1177      269137973.0     104560.2071           52394.0      271067501.0           64574.0     0    0   4104.808631  1.052994e+06
107         108  Tract00_057       41.00    41.00   0.30926   8310.15974   2570     2000 Tract 41       1585      159     0.06186       2411     0.93813     -229     -172      -20          7       32     -33      -25     -8.181     2799     2570       -229    -0.08181   2083     95        2    162         4      7       175         771     0.48643     41.0                         79         346         3           9          3          21      425           0           0          0           0           0          0         193         931      237514138.0     191081.3660           66980.0      268324497.0           84529.0     0    0   3800.392656  8.009807e+05
108         109  Tract00_058       44.00    44.00   0.20143  12853.10033   2589     2000 Tract 44       1144      403     0.15565       2186     0.84434     -359      349     -705         12       32      -8       39    -20.561     1746     2589       -359    -0.12177    634   1502        7     50         0     10       325         515     0.45017     44.0  Tracts Combined        71         132        14          42         70         102      203           3           0          3      100000           0     100000         255         458      125675000.0      69819.4444           51706.5      122685337.0           63285.0     0    0   2944.716540  5.217006e+05
109         110  Tract00_059       43.00    43.00   0.09136  36011.38354   3290     2000 Tract 43       1755      517     0.15714       2773     0.84285        7      347     -449         30       50     244      188      0.213     3283     3290          7     0.00213   1107   1266       11     67         7      9       732         434     0.24729     43.0                        101         138        26          39        104          83      239           0           0          0           0           0          0         279         985       92674636.0      55065.1432           40148.0       97116292.0           46407.0     0    0   2045.426620  2.366291e+05
110         111  Tract00_068       46.00    46.00   0.16880  17754.73934   2997     2000 Tract 46       1081      805     0.26860       2192     0.73139     -626      -65     -602         17       28       5       54    -17.278     3623     2997       -626    -0.17278     76   2688       14     39         1      3       144         494     0.45698     46.0                         77          95        27          43        179         181      172           0           0          0           0           0          0         108         371       42335170.0      37038.6439           28020.0       40189671.0           33100.5     0    0   2890.681006  4.371799e+05
111         112  Tract00_069       55.00    55.00   0.24432  19220.69417   4696     2000 Tract 55       3273      142     0.03023       4554     0.96976      623      363       87         22      239      41       52     15.296     4073     4696        623     0.15295   3531    377       15    386         1     15       271        1102     0.33669     55.1  Tracts Combined        74         343         8          18         10          37      417           0           0          0           0           0          0         464        2319      233932343.0     100142.2701           58711.5      246144892.0           73143.0     0    0   3982.842514  6.327774e+05
112         113  Tract00_092       58.00    58.00   0.35357   4157.59256   1470     2000 Tract 58        925       96     0.06530       1374     0.93469      683      664       49          2      -24      18       13     86.785      787     1470        683     0.86785    697    199        1    490         1      3        62         215     0.23243     58.0                         47         177         5          15          6          15      224           0           0          0           0           0          0          43         617      104490432.0      92963.0178           66217.0      107534943.0           86001.0     0    0   4132.847803  9.157402e+05
113         114  Tract00_095       59.00    59.00   0.24858   7466.40920   1856     2000 Tract 59        642      189     0.10183       1667     0.89816     -100      -52      -73         15       49       8       39     -5.112     1956     1856       -100    -0.05112    155   1502        4     59         1      9        75           8     0.01246     59.0                         24          45         3          12         46          33       69          49           0         49     4400000           0    4400000          43         436       52478365.0      59364.6663           44183.5       52654514.0           60468.5     0    0   3377.503368  6.438143e+05
114         115  Tract00_105       81.00    81.00   0.11284  22394.54094   2527     2000 Tract 81       1339      253     0.10011       2274     0.89988     -209      117     -339         21       17       3       45     -7.639     2736     2527       -209    -0.07638   1511    813        5     43         2     17        75         695     0.51904     81.1    Number Change        92         254        14          34         20          57      346           5           5          0      950000      950000          0         229         639      107888708.0      83894.7963           57799.5      107527630.0           68658.0     0    0   2331.489439  2.922613e+05
115         116  Tract00_108       82.00    82.00   0.13132  19075.54066   2505     2000 Tract 82       1525      138     0.05508       2367     0.94491     -190     -181       -8         22        2      10       18     -7.050     2695     2505       -190    -0.07050   2151    166       17     45         4      9        79         592     0.38819     82.0                         76         229         1          17         16          23      305           0           0          0           0           0          0         280         883       99196094.0      85958.4870           55675.0       98746287.0           70724.0     0    0   3038.882815  3.401211e+05
116         117  Tract00_110       66.00    66.00   0.11457  16033.86576   1837     2000 Tract 66       1057      146     0.07947       1691     0.92052       46       42      -12          5       35       3       12      2.568     1791     1837         46     0.02568   1595     87        4     65         1      6        55         500     0.47303     66.0                         76         230         3           6         16          22      306           0           0          0           0           0          0         188         516       78310811.0      93897.8549           57740.0       77546123.0           74393.0     0    0   2661.365972  2.967454e+05
117         118  Tract00_111       67.00    67.00   0.16536  21425.97968   3543     2000 Tract 67       1877      346     0.09765       3197     0.90234       63      263     -196          6       31      75       45      1.810     3480     3543         63     0.01810   2469    801        6     56         0     14       139        1084     0.57751     67.1    Number Change       157         375         8          24         41          79      532           0           0          0           0           0          0         388         805      174645637.0     102311.4452           62369.0      168983179.0           75773.0     0    0   3020.633450  4.282760e+05
118         119  Tract00_117       65.00    65.00   0.19242  12587.04916   2422     2000 Tract 65       1393      173     0.07142       2249     0.92857       26      -35       11         16       56      14       22      1.085     2396     2422         26     0.01085   1980    230       10     85         5      6        70         570     0.40918     65.1    Number Change        80         231         6          10         16          34      311           0           0          0           0           0          0         285         731       99925957.0      88744.1892           62019.0       98146096.0           74461.0     0    0   3384.668737  4.983616e+05
119         120  Tract00_119       61.00    61.00   0.17697  12996.55309   2300     2000 Tract 61       1483      220     0.09565       2080     0.90434      242     -256      505         32       -7      43       57     11.759     2058     2300        242     0.11758    699   1343        8     59         2      6       125         346     0.23331     61.0                         54         172        13          20         64          69      226           0           0          0           0           0          0         143         948       56596010.0      61651.4270           51329.0       55240071.0           57866.5     0    0   3185.089811  4.583510e+05
120         121  Tract00_121       69.00    69.00   0.15840  11704.54545   1854     2000 Tract 69        971      192     0.10355       1662     0.89644     -224        0     -208          4       15      20        5    -10.780     2078     1854       -224    -0.10779    731    988        4     32         2      2        68         554     0.57054     69.0                         52         164        10          20         29          85      216           0           0          0           0           0          0         163         448       70432468.0      71000.4718           49494.5       63249585.0           59514.0     0    0   2860.302445  4.102672e+05
121         122  Tract00_124       70.00    70.00   0.16854  12649.81607   2132     2000 Tract 70       1048      169     0.07926       1963     0.92073      -18      -71       35         12       18      21       30     -0.837     2150     2132        -18    -0.00837   1450    483        7     51         2      3       104         536     0.51145     70.1    Number Change        50         192         7          18         37          38      242           0           0          0           0           0          0         229         477       86410290.0      77637.2776           54294.0       84652785.0           65452.0     0    0   2949.520268  4.365205e+05
122         123  Tract00_164       17.01    17.10   0.23817  12461.68703   2968  2000 Tract 17.01       1240      593     0.19979       2375     0.80020      -19       50     -142         14        6     173      172     -0.636     2987     2968        -19    -0.00636    274   2260        5     56         1     15       292         622     0.50161     17.1                        114         214        23          47        106         160      328           1           1          0       44000       44000          0         108         468       54513869.0      44392.4015           32512.5       49959183.0           35895.0     0    0   3940.284796  6.168494e+05
